00FDC000	00037800	object_link_boy
016A1000	000008C0	object_gi_longsword
016A2000	00002490	object_spot01_objects
016A5000	0000A150	object_md
016B0000	000059C0	object_km1
016B6000	000068E0	object_kw1
016BD000	0000C040	object_zo
016CA000	000086E0	object_kz
016D3000	00001470	object_umajump
016D5000	000004C0	object_masterkokiri
016D6000	00002CA0	object_masterkokirihead
016D9000	00000110	object_mastergolon
016DA000	000007A0	object_masterzoora
016DB000	000056B0	object_aob
016E1000	000205D0	object_ik
01702000	000059B0	object_ahg
01708000	000029D0	object_cne
0170B000	000019F0	object_gi_niwatori
0170D000	00008E30	object_skj
01716000	00000C80	object_gi_bottle_letter
01717000	00004190	object_bji
0171C000	00004290	object_bba
01721000	00000C10	object_gi_ocarina_0
01722000	00004780	object_ds
01727000	00006FB0	object_ane
0172E000	00005CC0	object_boj
01734000	00001660	object_spot03_object
01736000	00006D30	object_spot07_object
0173D000	000034D0	object_fz
01741000	00004F20	object_bob
01746000	0000A4B0	object_ge1
01751000	00000E50	object_yabusame_point
01752000	00001BC0	object_gi_boots_2
01754000	00000AC0	object_gi_seed
01755000	00001280	object_gnd_magic
01757000	00001390	object_d_elevator
01759000	00001760	object_d_hsblock
0175B000	00001800	object_d_lift
0175D000	000026E0	object_mamenoki
01760000	000018A0	object_goroiwa
01762000	00007160	object_toryo
0176A000	00008870	object_daiku
01773000	00000DA0	object_nwc
01774000	00013890	object_blkobj
01788000	000002D0	object_gm
01789000	00003DD0	object_ms
0178D000	00006270	object_hs
01794000	000011F0	object_ingate
01796000	00002420	object_lightswitch
01799000	00000380	object_kusa
0179A000	000019F0	object_tsubo
0179C000	00001960	object_gi_gloves
0179E000	00000850	object_gi_coin
0179F000	000017B0	object_kanban
017A1000	000015F0	object_gjyo_objects
017A3000	000100C0	object_owl
017B4000	00005E00	object_mk
017BA000	00006CA0	object_fu
017C1000	00000DF0	object_gi_ki_tan_mask
017C2000	00000A90	object_gi_redead_mask
017C3000	00000CE0	object_gi_skj_mask
017C4000	00000F00	object_gi_rabit_mask
017C5000	00001860	object_gi_truth_mask
017C7000	00001170	object_ganon_objects
017C9000	00000DB0	object_siofuki
017CA000	00000A80	object_stream
017CB000	00008070	object_mm
017D4000	00003B90	object_fa
017D8000	00004670	object_os
017DD000	00000970	object_gi_eye_lotion
017DE000	00000B80	object_gi_powder
017DF000	00000CD0	object_gi_mushroom
017E0000	000012A0	object_gi_ticketstone
017E2000	00000990	object_gi_brokensword
017E3000	00005F30	object_js
017E9000	00008550	object_cs
017F2000	00000C20	object_gi_prescription
017F3000	00000BF0	object_gi_bracelet
017F4000	000004D0	object_gi_soldout
017F5000	00001110	object_gi_frog
017F7000	00025940	object_mag
0181D000	000009A0	object_door_gerudo
0181E000	000135F0	object_gt
01832000	000028F0	object_efc_erupc
01835000	0000B610	object_zl2_anime1
01841000	0000AAE0	object_zl2_anime2
0184C000	000017B0	object_gi_golonmask
0184E000	00001630	object_gi_zoramask
01850000	00001400	object_gi_gerudomask
01852000	00035BF0	object_ganon2
01888000	000067C0	object_ka
0188F000	00004FF0	object_ts
01894000	00001200	object_zg
01896000	00001E70	object_gi_hoverboots
01898000	00000E80	object_gi_m_arrow
01899000	00004270	object_ds2
0189E000	0000C930	object_ec
018AB000	000155F0	object_fish
018C1000	00000650	object_gi_sutaru
018C2000	00000C50	object_gi_goddess
018C3000	00005C00	object_ssh
018C9000	00006BD0	object_bigokuta
018D0000	000072C0	object_bg
018D8000	000012F0	object_spot05_objects
018DA000	000023C0	object_spot12_obj
018DD000	00000B00	object_bombiwa
018DE000	00003140	object_hintnuts
018E2000	00004880	object_rs
018E7000	00001E20	object_spot00_break
018E9000	00009EF0	object_gla
018F3000	00004590	object_shopnuts
018F8000	0000B6F0	object_geldb
01904000	00009C90	object_gr
0190E000	000072A0	object_dog
01916000	00002660	object_jya_iron
01919000	00002280	object_jya_door
0191C000	00000010	object_spot01_objects2
0191D000	00001A90	object_spot11_obj
0191F000	000010C0	object_kibako2
01921000	000037D0	object_dns
01925000	00002E30	object_dnk
01928000	00000FE0	object_gi_fire
01929000	00000BF0	object_gi_insect
0192A000	00000BD0	object_gi_butterfly
0192B000	00000DB0	object_gi_ghost
0192C000	00000FB0	object_gi_soul
0192D000	000034F0	object_bowl
01931000	00006A40	object_po_field
01938000	0000ED10	object_demo_kekkai
01947000	00001050	object_efc_doughnut
01949000	00001050	object_gi_dekupouch
0194B000	0000BC40	object_ganon_anime1
01957000	00010530	object_ganon_anime2
01968000	000147F0	object_ganon_anime3
0197D000	00000800	object_gi_rupy
0197E000	00003C90	object_spot01_matoya
01982000	000021E0	object_spot01_matoyab
01985000	00006FA0	object_po_composer
0198C000	0000AE50	object_mu
01997000	0000A500	object_wf
019A2000	00004810	object_skb
019A7000	0000A720	object_gj
019B2000	00000FB0	object_geff
019B3000	00003970	object_haka_door
019B7000	00000A80	object_gs
019B8000	0000C900	object_ps
019C5000	00001150	object_bwall
019C7000	000010D0	object_crow
019C9000	00004EB0	object_cow
019CE000	00002210	object_cob
019D1000	00000D20	object_gi_sword_1
019D2000	00001BE0	object_door_killer
019D4000	00000970	object_ouke_haka
019D5000	00000B60	object_timeblock
019D6000	0001CE20	object_zl4
