name,vrom_start,vrom_end,rom_start,rom_end,vram_start,overlay_dir
ovl_Bg_Haka_Trap,C06BE0,C081B0,B47E10,B48E20,8087C370,actors
ovl_Bg_Haka_Tubo,C081B0,C08BD0,B48E20,B49660,8087D940,actors
ovl_Bg_Haka_Water,C08BD0,C093D0,B49660,B49C20,8087E360,actors
ovl_Bg_Haka_Zou,C093D0,C0A5C0,B49C20,B4A9A0,8087EB60,actors
ovl_Bg_Heavy_Block,C0A5C0,C0BEB0,B4A9A0,B4BBE0,8087FD50,actors
ovl_Bg_Hidan_Curtain,C0BEB0,C0C950,B4BBE0,B4C410,80881640,actors
ovl_Bg_Hidan_Dalm,C0C950,C0D1A0,B4C410,B4CA70,808820E0,actors
ovl_Bg_Hidan_Firewall,C0D1A0,C0D900,B4CA70,B4D0A0,80882930,actors
ovl_Bg_Hidan_Fslift,C0D900,C0DDD0,B4D0A0,B4D450,80883090,actors
ovl_Bg_Hidan_Fwbig,C0DDD0,C0EAB0,B4D450,B4DEB0,80883560,actors
ovl_Bg_Hidan_Hamstep,C0EAB0,C0F960,B4DEB0,B4E9E0,80884240,actors
ovl_Bg_Hidan_Hrock,C0F960,C10190,B4E9E0,B4F050,808850F0,actors
ovl_Bg_Hidan_Kousi,C10190,C10720,B4F050,B4F490,80885920,actors
ovl_Bg_Hidan_Kowarerukabe,C10720,C11600,B4F490,B4FE60,80885EB0,actors
ovl_Bg_Hidan_Rock,C11600,C12700,B4FE60,B50B40,80886D90,actors
ovl_Bg_Hidan_Rsekizou,C12700,C132E0,B50B40,B51420,80887E90,actors
ovl_Bg_Hidan_Sekizou,C132E0,C14730,B51420,B52390,80888A70,actors
ovl_Bg_Hidan_Sima,C14730,C15630,B52390,B52F60,80889EC0,actors
ovl_Bg_Hidan_Syoku,C15630,C15A90,B52F60,B53270,8088ADC0,actors
ovl_Bg_Ice_Objects,C15A90,C169D0,B53270,B53CB0,8088B220,actors
ovl_Bg_Ice_Shelter,C169D0,C17C10,B53CB0,B54AA0,8088C160,actors
ovl_Bg_Ice_Shutter,C17C10,C18080,B54AA0,B54E00,8088D3A0,actors
ovl_Bg_Ice_Turara,C18080,C188B0,B54E00,B554C0,8088D810,actors
ovl_Bg_Ingate,C188B0,C18C40,B554C0,B557E0,8088E040,actors
ovl_Bg_Jya_1flift,C18C40,C192D0,B557E0,B55CE0,8088E3D0,actors
ovl_Bg_Jya_Amishutter,C192D0,C19660,B55CE0,B55F30,8088EA60,actors
ovl_Bg_Jya_Bigmirror,C19660,C19EB0,B55F30,B56640,8088EDF0,actors
ovl_Bg_Jya_Block,C19EB0,C1A120,B56640,B568A0,8088F640,actors
ovl_Bg_Jya_Bombchuiwa,C1A120,C1AC60,B568A0,B57140,8088F8B0,actors
ovl_Bg_Jya_Bombiwa,C1AC60,C1B220,B57140,B57620,808903F0,actors
ovl_Bg_Jya_Cobra,C1B220,C1CF60,B57620,B58BA0,808909B0,actors
ovl_Bg_Jya_Goroiwa,C1CF60,C1D6E0,B58BA0,B59200,808926F0,actors
ovl_Bg_Jya_Haheniron,C1D6E0,C1DED0,B59200,B59880,80892E70,actors
ovl_Bg_Jya_Ironobj,C1DED0,C1EC80,B59880,B5A1E0,80893660,actors
ovl_Bg_Jya_Kanaami,C1EC80,C1F030,B5A1E0,B5A4D0,80894410,actors
ovl_Bg_Jya_Lift,C1F030,C1F580,B5A4D0,B5A910,808947C0,actors
ovl_Bg_Jya_Megami,C1F580,C20770,B5A910,B5B800,80894D10,actors
ovl_Bg_Jya_Zurerukabe,C20770,C20E20,B5B800,B5BD50,80895F00,actors
ovl_Bg_Menkuri_Eye,C20E20,C212B0,B5BD50,B5C140,808965B0,actors
ovl_Bg_Menkuri_Kaiten,C212B0,C21440,B5C140,B5C2A0,80896A50,actors
ovl_Bg_Menkuri_Nisekabe,C21440,C21590,B5C2A0,B5C3C0,80896BE0,actors
ovl_Bg_Mizu_Bwall,C21590,C22A60,B5C3C0,B5D190,80896D30,actors
ovl_Bg_Mizu_Movebg,C22A60,C23BE0,B5D190,B5DE60,80898200,actors
ovl_Bg_Mizu_Shutter,C23BE0,C243E0,B5DE60,B5E4A0,80899390,actors
ovl_Bg_Mizu_Uzu,C243E0,C245B0,B5E4A0,B5E620,80899B90,actors
ovl_Bg_Mizu_Water,C245B0,C25280,B5E620,B5EF20,80899D60,actors
ovl_Bg_Mjin,C25280,C25670,B5EF20,B5F280,8089AA30,actors
ovl_Bg_Mori_Bigst,C25670,C25FA0,B5F280,B5F8F0,8089AE20,actors
ovl_Bg_Mori_Elevator,C25FA0,C26A90,B5F8F0,B60050,8089B750,actors
ovl_Bg_Mori_Hashigo,C26A90,C27350,B60050,B606D0,8089C240,actors
ovl_Bg_Mori_Hashira4,C27350,C278D0,B606D0,B60B20,8089CB00,actors
ovl_Bg_Mori_Hineri,C278D0,C28620,B60B20,B61500,8089D090,actors
ovl_Bg_Mori_Idomizu,C28620,C28C60,B61500,B619F0,8089DDE0,actors
ovl_Bg_Mori_Kaitenkabe,C28C60,C292D0,B619F0,B61F40,8089E420,actors
ovl_Bg_Mori_Rakkatenjo,C292D0,C29C50,B61F40,B62600,8089EA90,actors
ovl_Bg_Po_Event,C29C50,C2BA80,B62600,B63C50,8089F410,actors
ovl_Bg_Po_Syokudai,C2BA80,C2C3F0,B63C50,B64400,808A1250,actors
ovl_Bg_Pushbox,C2C3F0,C2C6F0,B64400,B64690,808A1BC0,actors
ovl_Bg_Relay_Objects,C2C6F0,C2CEA0,B64690,B64CB0,808A1EC0,actors
ovl_Bg_Spot00_Break,C2CEA0,C2D040,B64CB0,B64E20,808A2670,actors
ovl_Bg_Spot00_Hanebasi,C2D040,C2E150,B64E20,B65BE0,808A2810,actors
ovl_Bg_Spot01_Fusya,C2E150,C2E3F0,B65BE0,B65E30,808A3920,actors
ovl_Bg_Spot01_Idohashira,C2E3F0,C2EFF0,B65E30,B66760,808A3BC0,actors
ovl_Bg_Spot01_Idomizu,C2EFF0,C2F310,B66760,B66A30,808A47C0,actors
ovl_Bg_Spot01_Idosoko,C2F310,C2F520,B66A30,B66BF0,808A4AE0,actors
ovl_Bg_Spot01_Objects2,C2F520,C2F9E0,B66BF0,B67000,808A4CF0,actors
ovl_Bg_Spot02_Objects,C2F9E0,C30D40,B67000,B67DF0,808A51B0,actors
ovl_Bg_Spot03_Taki,C30D40,C31660,B67DF0,B684D0,808A6510,actors
ovl_Bg_Spot05_Soko,C31660,C31980,B684D0,B68760,808A6E30,actors
ovl_Bg_Spot06_Objects,C31980,C32D80,B68760,B69670,808A7150,actors
ovl_Bg_Spot07_Taki,C32D80,C33370,B69670,B69AE0,808A8550,actors
ovl_Bg_Spot08_Bakudankabe,C33370,C33A10,B69AE0,B6A090,808A8B40,actors
ovl_Bg_Spot08_Iceblock,C33A10,C34A50,B6A090,B6AC30,808A91E0,actors
ovl_Bg_Spot09_Obj,C34A50,C34F70,B6AC30,B6B010,808AA220,actors
ovl_Bg_Spot11_Bakudankabe,C34F70,C355B0,B6B010,B6B570,808AA740,actors
ovl_Bg_Spot11_Oasis,C355B0,C35CE0,B6B570,B6BBA0,808AAD80,actors
ovl_Bg_Spot12_Gate,C35CE0,C360F0,B6BBA0,B6BEB0,808AB4B0,actors
ovl_Bg_Spot12_Saku,C360F0,C365B0,B6BEB0,B6C270,808AB8C0,actors
ovl_Bg_Spot15_Rrbox,C365B0,C37390,B6C270,B6CC80,808ABD80,actors
ovl_Bg_Spot15_Saku,C37390,C376D0,B6CC80,B6CF50,808ACB60,actors
ovl_Bg_Spot16_Bombstone,C376D0,C38C20,B6CF50,B6E030,808ACEA0,actors
ovl_Bg_Spot16_Doughnut,C38C20,C391E0,B6E030,B6E500,808AE3F0,actors
ovl_Bg_Spot17_Bakudankabe,C391E0,C398D0,B6E500,B6EAF0,808AE9B0,actors
ovl_Bg_Spot17_Funen,C398D0,C39B20,B6EAF0,B6ED00,808AF0A0,actors
ovl_Bg_Spot18_Basket,C39B20,C3AB10,B6ED00,B6F910,808AF2F0,actors
ovl_Bg_Spot18_Futa,C3AB10,C3ACB0,B6F910,B6FA70,808B02E0,actors
ovl_Bg_Spot18_Obj,C3ACB0,C3B580,B6FA70,B700C0,808B0480,actors
ovl_Bg_Spot18_Shutter,C3B580,C3BAD0,B700C0,B704E0,808B0D50,actors
ovl_Bg_Sst_Floor,C3BAD0,C3C030,B704E0,B709D0,808B12A0,actors
ovl_Bg_Toki_Hikari,C3C030,C3CDD0,B709D0,B71200,808B1800,actors
ovl_Bg_Toki_Swd,C3CDD0,C3E420,B71200,B71C40,808B25A0,actors
ovl_Bg_Treemouth,C3E420,C3FA80,B71C40,B72840,808B3BF0,actors
ovl_Bg_Umajump,C3FA80,C3FC10,B72840,B729B0,808B5250,actors
ovl_Bg_Vb_Sima,C3FC10,C40330,B729B0,B73000,808B53E0,actors
ovl_Bg_Ydan_Hasi,C40330,C40AE0,B73000,B73620,808B5B00,actors
ovl_Bg_Ydan_Maruta,C40AE0,C411C0,B73620,B73BA0,808B62B0,actors
ovl_Bg_Ydan_Sp,C411C0,C428E0,B73BA0,B74C80,808B6990,actors
ovl_Bg_Zg,C428E0,C42D30,B74C80,B75000,808B80B0,actors
ovl_Boss_Dodongo,C42D30,C4C830,B75000,B7B2C0,808B8500,actors
ovl_Boss_Fd,C4C830,C53B90,B7B2C0,B7FFF0,808C2000,actors
ovl_Boss_Fd2,C53B90,C578C0,B7FFF0,B82B50,808C9360,actors
ovl_Boss_Ganon,C578C0,C79B70,B82B50,B98280,808CD090,actors
ovl_Boss_Ganon2,C79B70,C8AEC0,B98280,BA2840,808F2EC0,actors
ovl_Boss_Ganondrof,C8AEC0,C8FC50,BA2840,BA5BB0,80905D30,actors
ovl_Boss_Goma,C8FC50,C95BF0,BA5BB0,BA95C0,8090AAC0,actors
ovl_Boss_Mo,C95BF0,CA16C0,BA95C0,BB17E0,80910A60,actors
ovl_Boss_Sst,CA16C0,CADC50,BB17E0,BB9340,80921040,actors
ovl_Boss_Tw,CADC50,CC0DA0,BB9340,BC5940,8092D610,actors
ovl_Boss_Va,CC0DA0,CCF630,BC5940,BCEF50,809431E0,actors
ovl_Demo_6K,CCF630,CD2390,BCEF50,BD10B0,8095A470,actors
ovl_Demo_Du,CD2390,CD5B70,BD10B0,BD2C50,8095D1D0,actors
ovl_Demo_Ec,CD5B70,CD93D0,BD2C50,BD4370,809609B0,actors
ovl_Demo_Effect,CD93D0,CDEF70,BD4370,BD7EE0,80964210,actors
ovl_Demo_Ext,CDEF70,CDF8C0,BD7EE0,BD8610,80969DB0,actors
ovl_Demo_Geff,CDF8C0,CE00E0,BD8610,BD8C00,8096A700,actors
ovl_Demo_Gj,CE00E0,CE3D90,BD8C00,BDA870,8096AF20,actors
ovl_Demo_Go,CE3D90,CE4AE0,BDA870,BDB1B0,8096EBD0,actors
ovl_Demo_Gt,CE4AE0,CEA0F0,BDB1B0,BDDD30,8096F920,actors
ovl_Demo_Ik,CEA0F0,CEB600,BDDD30,BDEA50,80974F30,actors
ovl_Demo_Im,CEB600,CEF570,BDEA50,BE0A00,80976440,actors
ovl_Demo_Kankyo,CEF570,CF3210,BE0A00,BE2E20,8097A3B0,actors
ovl_Demo_Kekkai,CF3210,CF4500,BE2E20,BE3CB0,8097E0A0,actors
ovl_Demo_Sa,CF4500,CF7020,BE3CB0,BE5220,8097F390,actors
ovl_Demo_Shd,CF7020,CF9430,BE5220,BE6A40,80981EB0,actors
ovl_Demo_Tre_Lgt,CF9430,CF9B40,BE6A40,BE7030,809842C0,actors
ovl_Door_Ana,CF9B40,CFA1B0,BE7030,BE7590,809849D0,actors
ovl_Door_Gerudo,CFA1B0,CFA7A0,BE7590,BE7A90,80985040,actors
ovl_Door_Killer,CFA7A0,CFBD10,BE7A90,BE8B10,80985630,actors
ovl_Door_Shutter,CFBD10,CFDFD0,BE8B10,BEA410,80986BA0,actors
ovl_Door_Toki,CFDFD0,CFE130,BEA410,BEA530,80988E60,actors
ovl_Door_Warp1,CFE130,D02430,BEA530,BECBC0,80988FC0,actors
ovl_Efc_Erupc,D02430,D02F20,BECBC0,BED4C0,8098D2D0,actors
ovl_Eff_Dust,D02F20,D042F0,BED4C0,BEE0B0,8098DDC0,actors
ovl_Effect_Ss_Blast,D042F0,D04680,BEE0B0,BEE420,8098F190,effects
ovl_Effect_Ss_Bomb,D04680,D04AB0,BEE420,BEE800,8098F520,effects
ovl_Effect_Ss_Bomb2,D04AB0,D053B0,BEE800,BEEEB0,8098F950,effects
ovl_Effect_Ss_Bubble,D053B0,D05830,BEEEB0,BEF2B0,80990250,effects
ovl_Effect_Ss_D_Fire,D05830,D05D20,BEF2B0,BEF750,809906D0,effects
ovl_Effect_Ss_Dead_Db,D05D20,D06200,BEF750,BEFC00,80990BC0,effects
ovl_Effect_Ss_Dead_Dd,D06200,D06790,BEFC00,BF0120,809910A0,effects
ovl_Effect_Ss_Dead_Ds,D06790,D06C10,BF0120,BF0550,80991630,effects
ovl_Effect_Ss_Dead_Sound,D06C10,D06D50,BF0550,BF0690,80991AB0,effects
ovl_Effect_Ss_Dt_Bubble,D06D50,D072E0,BF0690,BF0B70,80991BF0,effects
ovl_Effect_Ss_Dust,D072E0,D07B20,BF0B70,BF1220,80992180,effects
ovl_Effect_Ss_En_Fire,D07B20,D08270,BF1220,BF18B0,809929C0,effects
ovl_Effect_Ss_En_Ice,D08270,D08B30,BF18B0,BF2060,80993110,effects
ovl_Effect_Ss_Extra,D08B30,D08EF0,BF2060,BF2400,809939D0,effects
ovl_Effect_Ss_Fcircle,D08EF0,D093A0,BF2400,BF2870,80993D90,effects
ovl_Effect_Ss_Fhg_Flash,D093A0,D0A320,BF2870,BF3280,80994240,effects
ovl_Effect_Ss_Fire_Tail,D0A320,D0AA20,BF3280,BF38D0,809951C0,effects
ovl_Effect_Ss_G_Fire,D0AA20,D0ACB0,BF38D0,BF3B30,809958C0,effects
ovl_Effect_Ss_G_Magma,D0ACB0,D0AF10,BF3B30,BF3D70,80995B50,effects
ovl_Effect_Ss_G_Magma2,D0AF10,D0B420,BF3D70,BF4230,80995DB0,effects
ovl_Effect_Ss_G_Ripple,D0B420,D0B980,BF4230,BF4710,809962C0,effects
ovl_Effect_Ss_G_Spk,D0B980,D0BF30,BF4710,BF4C30,80996820,effects
ovl_Effect_Ss_G_Splash,D0BF30,D0C3E0,BF4C30,BF5000,80996DD0,effects
ovl_Effect_Ss_Hahen,D0C3E0,D0CA20,BF5000,BF54F0,80997280,effects
ovl_Effect_Ss_HitMark,D0CA20,D0CF70,BF54F0,BF59A0,809978C0,effects
ovl_Effect_Ss_Ice_Piece,D0CF70,D0D3B0,BF59A0,BF5DA0,80997E10,effects
ovl_Effect_Ss_Ice_Smoke,D0D3B0,D0D890,BF5DA0,BF61E0,80998250,effects
ovl_Effect_Ss_K_Fire,D0D890,D0DCD0,BF61E0,BF65E0,80998730,effects
ovl_Effect_Ss_Kakera,D0DCD0,D0ED60,BF65E0,BF7220,80998B70,effects
ovl_Effect_Ss_KiraKira,D0ED60,D0F3D0,BF7220,BF77C0,80999C00,effects
ovl_Effect_Ss_Lightning,D0F3D0,D0FAA0,BF77C0,BF7E10,8099A270,effects
ovl_Effect_Ss_Sibuki,D0FAA0,D10170,BF7E10,BF8420,8099A940,effects
ovl_Effect_Ss_Sibuki2,D10170,D104A0,BF8420,BF8720,8099B010,effects
ovl_Effect_Ss_Solder_Srch_Ball,D104A0,D10650,BF8720,BF88C0,8099B340,effects
ovl_Effect_Ss_Stick,D10650,D109F0,BF88C0,BF8C10,8099B4F0,effects
ovl_Effect_Ss_Stone1,D109F0,D10D70,BF8C10,BF8F60,8099B890,effects
ovl_Elf_Msg,D10D70,D11360,BF8F60,BF93C0,8099BC10,actors
ovl_Elf_Msg2,D11360,D117D0,BF93C0,BF96C0,8099C200,actors
ovl_En_Am,D117D0,D13BD0,BF96C0,BFAF00,8099C670,actors
ovl_En_Ani,D13BD0,D14940,BFAF00,BFB890,8099EA70,actors
ovl_En_Anubice,D14940,D15BF0,BFB890,BFC660,8099F7E0,actors
ovl_En_Anubice_Fire,D15BF0,D169B0,BFC660,BFD1C0,809A0A90,actors
ovl_En_Anubice_Tag,D169B0,D16C80,BFD1C0,BFD430,809A1850,actors
ovl_En_Arow_Trap,D16C80,D16DD0,BFD430,BFD570,809A1B20,actors
ovl_En_Arrow,D16DD0,D184D0,BFD570,BFE5F0,809A1C70,actors
ovl_En_Attack_Niw,D184D0,D19730,BFE5F0,BFF350,809A3370,actors
ovl_En_Ba,D19730,D1B600,BFF350,C00780,809A45D0,actors
ovl_En_Bb,D1B600,D1F2E0,C00780,C03340,809A64A0,actors
ovl_En_Bdfire,D1F2E0,D1FE80,C03340,C03C50,809AA180,actors
ovl_En_Bigokuta,D1FE80,D22980,C03C50,C05980,809AAD20,actors
ovl_En_Bili,D22980,D24C50,C05980,C071C0,809AD820,actors
ovl_En_Bird,D24C50,D25110,C071C0,C075A0,809AFAF0,actors
ovl_En_Blkobj,D25110,D25670,C075A0,C07A20,809AFFB0,actors
ovl_En_Bom,D25670,D26540,C07A20,C085D0,809B0510,actors
ovl_En_Bom_Bowl_Man,D26540,D27A80,C085D0,C09570,809B13E0,actors
ovl_En_Bom_Bowl_Pit,D27A80,D283F0,C09570,C09CD0,809B2920,actors
ovl_En_Bom_Chu,D283F0,D29A90,C09CD0,C0AEC0,809B3290,actors
ovl_En_Bombf,D29A90,D2AF20,C0AEC0,C0BEC0,809B4930,actors
ovl_En_Boom,D2AF20,D2B7F0,C0BEC0,C0C600,809B5DC0,actors
ovl_En_Box,D2B7F0,D2D340,C0C600,C0D8F0,809B6690,actors
ovl_En_Brob,D2D340,D2E430,C0D8F0,C0E530,809B81F0,actors
ovl_En_Bubble,D2E430,D2F850,C0E530,C0F490,809B92E0,actors
ovl_En_Butte,D2F850,D30E20,C0F490,C10460,809BA700,actors
ovl_En_Bw,D30E20,D341B0,C10460,C12710,809BBCD0,actors
ovl_En_Bx,D341B0,D34CB0,C12710,C130B0,809BF060,actors
ovl_En_Changer,D34CB0,D35690,C130B0,C13800,809BFB60,actors
ovl_En_Clear_Tag,D35690,D3E200,C13800,C17BE0,809C0540,actors
ovl_En_Cow,D3E200,D3F660,C17BE0,C18900,809CBAE0,actors
ovl_En_Crow,D3F660,D40D00,C18900,C199C0,809CCF40,actors
ovl_En_Cs,D40D00,D41F30,C199C0,C1A7A0,809CE5E0,actors
ovl_En_Daiku,D41F30,D43670,C1A7A0,C1B980,809CF810,actors
ovl_En_Daiku_Kakariko,D43670,D44A30,C1B980,C1C860,809D0F50,actors
ovl_En_Dekubaba,D44A30,D484E0,C1C860,C1EE20,809D2310,actors
ovl_En_Dekunuts,D484E0,D49CE0,C1EE20,C1FDE0,809D5DC0,actors
ovl_En_Dh,D49CE0,D4B7C0,C1FDE0,C21160,809D75C0,actors
ovl_En_Dha,D4B7C0,D4C7C0,C21160,C21D30,809D90A0,actors
ovl_En_Diving_Game,D4C7C0,D4E170,C21D30,C22F30,809DA0A0,actors
ovl_En_Dns,D4E170,D4F500,C22F30,C23C00,809DBA50,actors
ovl_En_Dnt_Demo,D4F500,D50220,C23C00,C24650,809DCDE0,actors
ovl_En_Dnt_Jiji,D50220,D51740,C24650,C25310,809DDB00,actors
ovl_En_Dnt_Nomal,D51740,D54540,C25310,C26EC0,809DF020,actors
ovl_En_Dodojr,D54540,D563E0,C26EC0,C28410,809E1E20,actors
ovl_En_Dodongo,D563E0,D59180,C28410,C2A350,809E3CC0,actors
ovl_En_Dog,D59180,D5A330,C2A350,C2AFD0,809E6A60,actors
ovl_En_Door,D5A330,D5B170,C2AFD0,C2BBA0,809E7C10,actors
ovl_En_Ds,D5B170,D5BD90,C2BBA0,C2C400,809E8A50,actors
ovl_En_Du,D5BD90,D5D820,C2C400,C2D650,809E9670,actors
ovl_En_Dy_Extra,D5D820,D5DDC0,C2D650,C2DB40,809EB100,actors
ovl_En_Eg,D5DDC0,D5DF70,C2DB40,C2DCA0,809EB6A0,actors
ovl_En_Eiyer,D5DF70,D5FBD0,C2DCA0,C2F0D0,809EB850,actors
ovl_En_Elf,D5FBD0,D64590,C2F0D0,C320D0,809ED4B0,actors
ovl_En_Encount1,D64590,D650F0,C320D0,C32A30,809F1E70,actors
ovl_En_Encount2,D650F0,D66320,C32A30,C33840,809F29D0,actors
ovl_En_Ex_Item,D66320,D674A0,C33840,C34500,809F3C00,actors
ovl_En_Ex_Ruppy,D674A0,D68560,C34500,C351D0,809F4D80,actors
ovl_En_Fd,D68560,D6B200,C351D0,C372E0,809F5E40,actors
ovl_En_Fd_Fire,D6B200,D6BF10,C372E0,C37DD0,809F8AE0,actors
ovl_En_Fhg_Fire,D6BF10,D6E5B0,C37DD0,C39970,809F97F0,actors
ovl_En_Fire_Rock,D6E5B0,D6F6C0,C39970,C3A5E0,809FBE90,actors
ovl_En_Firefly,D6F6C0,D71830,C3A5E0,C3BC60,809FCFA0,actors
ovl_En_Fish,D71830,D73940,C3BC60,C3D120,809FF110,actors
ovl_En_Floormas,D73940,D76D20,C3D120,C3F110,80A01220,actors
ovl_En_Fr,D76D20,D797B0,C3F110,C40F40,80A04600,actors
ovl_En_Fu,D797B0,D7A4F0,C40F40,C419B0,80A07090,actors
ovl_En_Fw,D7A4F0,D7BCB0,C419B0,C42CE0,80A07DE0,actors
ovl_En_Fz,D7BCB0,D7DCC0,C42CE0,C44390,80A095A0,actors
ovl_En_G_Switch,D7DCC0,D7F4E0,C44390,C45620,80A0B5B0,actors
ovl_En_Ganon_Mant,D7F4E0,D83710,C45620,C47370,80A0CDD0,actors
ovl_En_Ganon_Organ,D83710,D8A750,C47370,C4AA00,80A11000,actors
ovl_En_Gb,D8A750,D8BE80,C4AA00,C4BB30,80A18040,actors
ovl_En_Ge1,D8BE80,D8DEB0,C4BB30,C4CF60,80A19770,actors
ovl_En_Ge2,D8DEB0,D8F850,C4CF60,C4E0F0,80A1B7A0,actors
ovl_En_Ge3,D8F850,D90490,C4E0F0,C4EA20,80A1D140,actors
ovl_En_GeldB,D90490,D95840,C4EA20,C51DE0,80A1DD80,actors
ovl_En_GirlA,D95840,D98160,C51DE0,C53250,80A23130,actors
ovl_En_Gm,D98160,D98E90,C53250,C53C70,80A25A50,actors
ovl_En_Go,D98E90,D9D4D0,C53C70,C569D0,80A26780,actors
ovl_En_Go2,D9D4D0,DA3510,C569D0,C5A7F0,80A2ADC0,actors
ovl_En_Goma,DA3510,DA61C0,C5A7F0,C5C590,80A30E00,actors
ovl_En_Goroiwa,DA61C0,DA8580,C5C590,C5DEB0,80A33AB0,actors
ovl_En_Gs,DA8580,DAA3F0,C5DEB0,C5F500,80A35E70,actors
ovl_En_Guest,DAA3F0,DAAD90,C5F500,C5FD20,80A37CE0,actors
ovl_En_Hata,DAAD90,DAB320,C5FD20,C60220,80A38680,actors
ovl_En_Heishi1,DAB320,DAC830,C60220,C61070,80A38C10,actors
ovl_En_Heishi2,DAC830,DAEA30,C61070,C62520,80A3A120,actors
ovl_En_Heishi3,DAEA30,DAF400,C62520,C62C50,80A3C320,actors
ovl_En_Heishi4,DAF400,DB0300,C62C50,C636E0,80A3CCF0,actors
ovl_En_Hintnuts,DB0300,DB1D30,C636E0,C64890,80A3DBF0,actors
ovl_En_Holl,DB1D30,DB2D00,C64890,C65430,80A3F620,actors
ovl_En_Honotrap,DB2D00,DB4260,C65430,C66400,80A405F0,actors
ovl_En_Horse,DB4260,DC04C0,C66400,C6DC00,80A41B50,actors
ovl_En_Horse_Game_Check,DC04C0,DC1590,C6DC00,C6E820,80A4DDB0,actors
ovl_En_Horse_Ganon,DC1590,DC2310,C6E820,C6F290,80A4EE80,actors
ovl_En_Horse_Link_Child,DC2310,DC4110,C6F290,C70490,80A4FC00,actors
ovl_En_Horse_Normal,DC4110,DC6730,C70490,C71CE0,80A51A00,actors
ovl_En_Horse_Zelda,DC6730,DC7220,C71CE0,C725B0,80A54020,actors
ovl_En_Hs,DC7220,DC7DC0,C725B0,C72DF0,80A54B10,actors
ovl_En_Hs2,DC7DC0,DC83A0,C72DF0,C732D0,80A556B0,actors
ovl_En_Hy,DC83A0,DCBCE0,C732D0,C75710,80A55C90,actors
